Anno;Tipo variazione;Codice Regione;Codice Istat del Comune;Denominazione Comune;Codice Istat del Comune associato alla variazione o nuovo codice Istat del Comune ;Denominazione Comune associata alla variazione o nuova denominazione;Provvedimento e Documento;Contenuto del provvedimento;Data decorrenza validità amministrativa
2014;CE;06;030109;Sedegliano;030039;Flaibano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Flaibano;
2014;AQ;06;030109;Sedegliano;030039;Flaibano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Flaibano;
2014;CE;06;030031;Coseano;030058;Mereto di Tomba;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Mereto di Tomba;
2014;AQ;06;030031;Coseano;030058;Mereto di Tomba;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Mereto di Tomba;
2014;CE;06;030058;Mereto di Tomba;030031;Coseano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Coseano;
2014;AQ;06;030058;Mereto di Tomba;030031;Coseano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Coseano;
2014;CD;05;023014;Brenzone;023014;Brenzone sul Garda;"Legge Regionale 21 febbraio 2014, n. 8; B.U.R. n. 22 del 21 febbraio 2014";Assunta la nuova denominazione di Brenzone sul Garda;
2014;CS;05;025071;Longarone;025031;Longarone;"Legge Regionale 21 febbraio 2014, n. 9; B.U.R. n. 22 del 21 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Longarone e Castellavazzo;22/02/2014
2014;CS;05;025071;Longarone;025009;Castellavazzo;"Legge Regionale 21 febbraio 2014, n. 9; B.U.R. n. 22 del 21 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Longarone e Castellavazzo;22/02/2014
2014;AQ;05;025071;Longarone;025031;Longarone;"Legge Regionale 21 febbraio 2014, n. 9; B.U.R. n. 22 del 21 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Longarone e Castellavazzo;22/02/2014
2014;AQ;05;025071;Longarone;025009;Castellavazzo;"Legge Regionale 21 febbraio 2014, n. 9; B.U.R. n. 22 del 21 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Longarone e Castellavazzo;22/02/2014
2014;ES;05;025031;Longarone;025071;Longarone;"Legge Regionale 21 febbraio 2014, n. 9; B.U.R. n. 22 del 21 febbraio 2014";Soppresso e unitamente al comune di Castellavazzo passa a costituire il nuovo comune di Longarone;22/02/2014
2014;ES;05;025009;Castellavazzo;025071;Longarone;"Legge Regionale 21 febbraio 2014, n. 9; B.U.R. n. 22 del 21 febbraio 2014";Soppresso e unitamente al comune di Longarone passa a costituire il nuovo comune di Longarone;22/02/2014
2014;CE;06;030010;Bertiolo;030048;Lestizza;"Decreto Presidente della Regione del 23 maggio 2014, n. 096/Pres; B.U.R. n. 23 del 4 giugno 2014";Permuta di territorio con il Comune di Lestizza.;
2014;AQ;06;030010;Bertiolo;030048;Lestizza;"Decreto Presidente della Regione del 23 maggio 2014, n. 096/Pres; B.U.R. n. 23 del 4 giugno 2014";Permuta di territorio con il Comune di Lestizza.;
2014;CE;06;030048;Lestizza;030010;Bertiolo;"Decreto Presidente della Regione del 23 maggio 2014, n. 096/Pres; B.U.R. n. 23 del 4 giugno 2014";Permuta di territorio con il Comune di Bertiolo.;
2014;AQ;06;030048;Lestizza;030010;Bertiolo;"Decreto Presidente della Regione del 23 maggio 2014, n. 096/Pres; B.U.R. n. 23 del 4 giugno 2014";Permuta di territorio con il Comune di Bertiolo.;
2014;CE;11;041013;Fano;041029;Mondolfo;"Legge Regionale 23 giugno 2014, n. 15; B.U.R. n. 64 del 3 luglio 2014";Modificata la circoscrizione territoriale a seguito di distacco della frazione Marotta aggregata al Comune di Mondolfo;
2014;AQ;11;041029;Mondolfo;041013;Fano;"Legge Regionale 23 giugno 2014, n. 15; B.U.R. n. 64 del 3 luglio 2014";Modificata la circoscrizione territoriale a seguito di aggregazione della frazione Marotta staccata dal Comune di Fano;
2015;CS;04;022230;Predaia;022067;Coredo;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante fusione dei comuni di Coredo, Smarano, Taio, Tres e Vervò;01/01/2015
2015;CS;04;022230;Predaia;022175;Smarano;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante fusione dei comuni di Coredo, Smarano, Taio, Tres e Vervò;01/01/2015
2015;CS;04;022230;Predaia;022186;Taio;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante fusione dei comuni di Coredo, Smarano, Taio, Tres e Vervò;01/01/2015
2015;CS;04;022230;Predaia;022206;Tres;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante fusione dei comuni di Coredo, Smarano, Taio, Tres e Vervò;01/01/2015
2015;CS;04;022230;Predaia;022214;Vervò;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante fusione dei comuni di Coredo, Smarano, Taio, Tres e Vervò;01/01/2015
2015;AQ;04;022230;Predaia;022067;Coredo;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Coredo, Smarano, Taio, Tres e Vervò;01/01/2015
2015;AQ;04;022230;Predaia;022175;Smarano;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Coredo, Smarano, Taio, Tres e Vervò;01/01/2015
2015;AQ;04;022230;Predaia;022186;Taio;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Coredo, Smarano, Taio, Tres e Vervò;01/01/2015
2015;AQ;04;022230;Predaia;022206;Tres;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Coredo, Smarano, Taio, Tres e Vervò;01/01/2015
2015;AQ;04;022230;Predaia;022214;Vervò;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Coredo, Smarano, Taio, Tres e Vervò;01/01/2015
2015;ES;04;022067;Coredo;022230;Predaia;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Soppresso e unitamente ai comuni di Smarano, Taio, Tres e Vervò passa a costituire il nuovo comune di Predaia;01/01/2015
2015;ES;04;022175;Smarano;022230;Predaia;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Soppresso e unitamente ai comuni di Coredo, Taio, Tres e Vervò passa a costituire il nuovo comune di Predaia;01/01/2015
2015;ES;04;022186;Taio;022230;Predaia;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Soppresso e unitamente ai comuni di Coredo, Smarano, Tres e Vervò passa a costituire il nuovo comune di Predaia;01/01/2015
2015;ES;04;022206;Tres;022230;Predaia;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Soppresso e unitamente ai comuni di Coredo, Smarano, Taio e Vervò passa a costituire il nuovo comune di Predaia;01/01/2015
2015;ES;04;022214;Vervò;022230;Predaia;"Legge Regionale 24 giugno 2014, n. 1; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Soppresso e unitamente ai comuni di Coredo, Smarano, Taio e Tres passa a costituire il nuovo comune di Predaia;01/01/2015
2015;CS;04;022231;San Lorenzo Dorsino;022077;Dorsino;"Legge Regionale 24 giugno 2014, n. 3; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante fusione dei comuni di Dorsino e San Lorenzo in Banale;01/01/2015
2015;CS;04;022231;San Lorenzo Dorsino;022166;San Lorenzo in Banale;"Legge Regionale 24 giugno 2014, n. 3; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante fusione dei comuni di Dorsino e San Lorenzo in Banale;01/01/2015
2015;AQ;04;022231;San Lorenzo Dorsino;022077;Dorsino;"Legge Regionale 24 giugno 2014, n. 3; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Dorsino e San Lorenzo in Banale;01/01/2015
2015;AQ;04;022231;San Lorenzo Dorsino;022166;San Lorenzo in Banale;"Legge Regionale 24 giugno 2014, n. 3; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Dorsino e San Lorenzo in Banale;01/01/2015
2015;ES;04;022077;Dorsino;022231;San Lorenzo Dorsino;"Legge Regionale 24 giugno 2014, n. 3; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Soppresso e unitamente al comune di San Lorenzo in Banale passa a costituire il nuovo comune di San Lorenzo Dorsino;01/01/2015
2015;ES;04;022166;San Lorenzo in Banale;022231;San Lorenzo Dorsino;"Legge Regionale 24 giugno 2014, n. 3; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Soppresso e unitamente al comune di Dorsino passa a costituire il nuovo comune di San Lorenzo Dorsino;01/01/2015
2015;CS;04;022232;Valdaone;022012;Bersone;"Legge Regionale 24 giugno 2014, n. 2; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante fusione dei comuni di Bersone, Daone e Praso;01/01/2015
2015;CS;04;022232;Valdaone;022072;Daone;"Legge Regionale 24 giugno 2014, n. 2; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante fusione dei comuni di Bersone, Daone e Praso;01/01/2015
2015;CS;04;022232;Valdaone;022146;Praso;"Legge Regionale 24 giugno 2014, n. 2; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante fusione dei comuni di Bersone, Daone e Praso;01/01/2015
2015;AQ;04;022232;Valdaone;022012;Bersone;"Legge Regionale 24 giugno 2014, n. 2; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Bersone, Daone e Praso;01/01/2015
2015;AQ;04;022232;Valdaone;022072;Daone;"Legge Regionale 24 giugno 2014, n. 2; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Bersone, Daone e Praso;01/01/2015
2015;AQ;04;022232;Valdaone;022146;Praso;"Legge Regionale 24 giugno 2014, n. 2; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Bersone, Daone e Praso;01/01/2015
2015;ES;04;022012;Bersone;022232;Valdaone;"Legge Regionale 24 giugno 2014, n. 2; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Soppresso e unitamente ai comuni di Daone e Praso passa a costituire il nuovo comune di Valdaone;01/01/2015
2015;ES;04;022072;Daone;022232;Valdaone;"Legge Regionale 24 giugno 2014, n. 2; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Soppresso e unitamente ai comuni di Bersone e Praso passa a costituire il nuovo comune di Valdaone;01/01/2015
2015;ES;04;022146;Praso;022232;Valdaone;"Legge Regionale 24 giugno 2014, n. 2; Suppl. n. 2 al B.U. n. 26/I-II del 1 luglio 2014";Soppresso e unitamente ai comuni di Bersone e Daone passa a costituire il nuovo comune di Valdaone;01/01/2015
2015;CS;06;093053;Valvasone Arzene;093003;Arzene;"Legge Regionale 5 novembre 2014, n. 20; B.U.R. n. 46 del 12 novembre 2014";Nuovo comune costituito mediante fusione dei comuni di Arzene e Valvasone;01/01/2015
2015;CS;06;093053;Valvasone Arzene;093048;Valvasone;"Legge Regionale 5 novembre 2014, n. 20; B.U.R. n. 46 del 12 novembre 2014";Nuovo comune costituito mediante fusione dei comuni di Arzene e Valvasone;01/01/2015
2015;AQ;06;093053;Valvasone Arzene;093003;Arzene;"Legge Regionale 5 novembre 2014, n. 20; B.U.R. n. 46 del 12 novembre 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Arzene e Valvasone;01/01/2015
2015;AQ;06;093053;Valvasone Arzene;093048;Valvasone;"Legge Regionale 5 novembre 2014, n. 20; B.U.R. n. 46 del 12 novembre 2014";Nuovo comune costituito mediante fusione dei comuni di Arzene e Valvasone;01/01/2015
2015;ES;06;093003;Arzene;093053;Valvasone Arzene;"Legge Regionale 5 novembre 2014, n. 20; B.U.R. n. 46 del 12 novembre 2014";Soppresso e unitamente al comune di Valvasone passa a costituire il nuovo comune di Valvasone Arzene;01/01/2015
2015;ES;06;093048;Valvasone;093053;Valvasone Arzene;"Legge Regionale 5 novembre 2014, n. 20; B.U.R. n. 46 del 12 novembre 2014";Soppresso e unitamente al comune di Arzene passa a costituire il nuovo comune di Valvasone Arzene;01/01/2015
2015;CS;09;046037;Sillano Giuncugnano;046016;Giuncugnano;"Legge Regionale 24 novembre 2014, n. 71; B.U.R. n. 57 del 24 novembre 2014";Nuovo comune costituito mediante fusione dei comuni di Sillano e Giuncugnano;01/01/2015
2015;CS;09;046037;Sillano Giuncugnano;046029;Sillano;"Legge Regionale 24 novembre 2014, n. 71; B.U.R. n. 57 del 24 novembre 2014";Nuovo comune costituito mediante fusione dei comuni di Sillano e Giuncugnano;01/01/2015
2015;AQ;09;046037;Sillano Giuncugnano;046016;Giuncugnano;"Legge Regionale 24 novembre 2014, n. 71; B.U.R. n. 57 del 24 novembre 2014";Nuovo comune costituito mediante fusione dei comuni di Sillano e Giuncugnano;01/01/2015
2015;AQ;09;046037;Sillano Giuncugnano;046029;Sillano;"Legge Regionale 24 novembre 2014, n. 71; B.U.R. n. 57 del 24 novembre 2014";Nuovo comune costituito mediante fusione dei comuni di Sillano e Giuncugnano;01/01/2015
2015;ES;09;046016;Giuncugnano;046037;Sillano Giuncugnano;"Legge Regionale 24 novembre 2014, n. 71; B.U.R. n. 57 del 24 novembre 2014";Soppresso e unitamente al comune di Sillano passa a costituire il nuovo comune di Sillano Giuncugnano;01/01/2015
2015;ES;09;046029;Sillano;046037;Sillano Giuncugnano;"Legge Regionale 24 novembre 2014, n. 71; B.U.R. n. 57 del 24 novembre 2014";Soppresso e unitamente al comune di Giuncugnano passa a costituire il nuovo comune di Sillano Giuncugnano;01/01/2015
2015;CD;01;004051;Castellinaldo;004051;Castellinaldo d'Alba;"Delibera Consiglio regionale 29 dicembre 2015, n. 35-43708; B.U.R. n. 2 del 15 gennaio 2015";Assunta la nuova denominazione di Castellinaldo d'Alba;
2015;CS;03;097092;La Valletta Brianza;097066;Perego;"Legge Regionale 27 gennaio 2015, n. 1; Suppl. al B.U.R. n. 5 del 29 gennaio 2015";Nuovo comune costituito mediante fusione dei comuni di Perego e Rovagnate;30/01/2015
2015;CS;03;097092;La Valletta Brianza;097073;Rovagnate;"Legge Regionale 27 gennaio 2015, n. 1; Suppl. al B.U.R. n. 5 del 29 gennaio 2015";Nuovo comune costituito mediante fusione dei comuni di Perego e Rovagnate;30/01/2015
2015;AQ;03;097092;La Valletta Brianza;097066;Perego;"Legge Regionale 27 gennaio 2015, n. 1; Suppl. al B.U.R. n. 5 del 29 gennaio 2015";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Perego e Rovagnate;30/01/2015
2015;AQ;03;097092;La Valletta Brianza;097073;Rovagnate;"Legge Regionale 27 gennaio 2015, n. 1; Suppl. al B.U.R. n. 5 del 29 gennaio 2015";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Perego e Rovagnate;30/01/2015
2015;ES;03;097066;Perego;097092;La Valletta Brianza;"Legge Regionale 27 gennaio 2015, n. 1; Suppl. al B.U.R. n. 5 del 29 gennaio 2015";Soppresso e unitamente al comune di Rovagnate passa a costituire il nuovo comune di La Valletta Brianza;30/01/2015
2015;ES;03;097073;Rovagnate;097092;La Valletta Brianza;"Legge Regionale 27 gennaio 2015, n. 1; Suppl. al B.U.R. n. 5 del 29 gennaio 2015";Soppresso e unitamente al comune di Perego passa a costituire il nuovo comune di La Valletta Brianza;30/01/2015
2015;ES;03;014042;Menarola;014032;Gordona;"Legge Regionale 6 novembre 2015, n. 35; Suppl. al B.U.R.L. n. 46 del 10 novembre 2015";Soppresso e aggregato alla circoscrizione territoriale del comune di Gordona;25/11/2015
2015;AQ;03;014032;Gordona;014042;Menarola;"Legge Regionale 6 novembre 2015, n. 35; Suppl. al B.U.R.L. n. 46 del 10 novembre 2015";Modificata la circoscrizione territoriale a seguito dell’aggregazione del territorio del soppresso comune di Menarola;25/11/2015
2016;CS;04;022233;Dimaro Folgarida;022075;Dimaro;"Legge Regionale 16 febbraio 2015, n. 2; Suppl. n. 1 al B.U.R. n. 8/I-II del 24 febbraio 2015";Nuovo comune costituito mediante fusione dei comuni di Dimaro e Monclassico;01/01/2016
2016;CS;04;022233;Dimaro Folgarida;022121;Monclassico;"Legge Regionale 16 febbraio 2015, n. 2; Suppl. n. 1 al B.U.R. n. 8/I-II del 24 febbraio 2015";Nuovo comune costituito mediante fusione dei comuni di Dimaro e Monclassico;01/01/2016
2016;AQ;04;022233;Dimaro Folgarida;022075;Dimaro;"Legge Regionale 16 febbraio 2015, n. 2; Suppl. n. 1 al B.U.R. n. 8/I-II del 24 febbraio 2015";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Dimaro e Monclassico;01/01/2016
2016;AQ;04;022233;Dimaro Folgarida;022121;Monclassico;"Legge Regionale 16 febbraio 2015, n. 2; Suppl. n. 1 al B.U.R. n. 8/I-II del 24 febbraio 2015";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Dimaro e Monclassico;01/01/2016
2016;ES;04;022075;Dimaro;022233;Dimaro Folgarida;"Legge Regionale 16 febbraio 2015, n. 2; Suppl. n. 1 al B.U.R. n. 8/I-II del 24 febbraio 2015";Soppresso e unitamente al comune di Monclassico passa a costituire il nuovo comune di Dimaro Folgarida;01/01/2016
2016;ES;04;022121;Monclassico;022233;Dimaro Folgarida;"Legge Regionale 16 febbraio 2015, n. 2; Suppl. n. 1 al B.U.R. n. 8/I-II del 24 febbraio 2015";Soppresso e unitamente al comune di Dimaro passa a costituire il nuovo comune di Dimaro Folgarida;01/01/2016
2016;CS;04;022234;Pieve di Bono-Prezzo;022140;Pieve di Bono;"Legge Regionale 16 febbraio 2015, n. 1; Suppl. n. 1 al B.U.R. n. 8/I-II del 24 febbraio 2015";Nuovo comune costituito mediante fusione dei comuni di Pieve di Bono e Prezzo;01/01/2016
2016;CS;04;022234;Pieve di Bono-Prezzo;022149;Prezzo;"Legge Regionale 16 febbraio 2015, n. 1; Suppl. n. 1 al B.U.R. n. 8/I-II del 24 febbraio 2015";Nuovo comune costituito mediante fusione dei comuni di Pieve di Bono e Prezzo;01/01/2016
2016;AQ;04;022234;Pieve di Bono-Prezzo;022140;Pieve di Bono;"Legge Regionale 16 febbraio 2015, n. 1; Suppl. n. 1 al B.U.R. n. 8/I-II del 24 febbraio 2015";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Pieve di Bono e Prezzo;01/01/2016
2016;AQ;04;022234;Pieve di Bono-Prezzo;022149;Prezzo;"Legge Regionale 16 febbraio 2015, n. 1; Suppl. n. 1 al B.U.R. n. 8/I-II del 24 febbraio 2015";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Pieve di Bono e Prezzo;01/01/2016
2016;ES;04;022140;Pieve di Bono;022234;Pieve di Bono-Prezzo;"Legge Regionale 16 febbraio 2015, n. 1; Suppl. n. 1 al B.U.R. n. 8/I-II del 24 febbraio 2015";Soppresso e unitamente al comune di Prezzo passa a costituire il nuovo comune di Pieve di Bono-Prezzo;01/01/2016
2016;ES;04;022149;Prezzo;022234;Pieve di Bono-Prezzo;"Legge Regionale 16 febbraio 2015, n. 1; Suppl. n. 1 al B.U.R. n. 8/I-II del 24 febbraio 2015";Soppresso e unitamente al comune di Pieve di Bono passa a costituire il nuovo comune di Pieve di Bono-Prezzo;01/01/2016
2016;CS;04;022235;Altavalle ;022082;Faver;"Legge Regionale 24 luglio 2015, n. 6; Suppl. n. 2 al B.U. n. 31/I-II del 4 agosto 2015";Nuovo comune costituito mediante fusione dei comuni di Faver, Grauno, Grumes e Valda;01/01/2016
